url_len,@,?,-,=,.,#,%,+,$,!,*,",",//,abnormal_url,https,digits,letters,Shortining_Service,having_ip_address,web_ext_ratio,web_unique_domains,web_favicon,web_csp,web_xframe,web_hsts,web_xcontent,web_security_score,web_forms_count,web_password_fields,web_hidden_inputs,web_has_login,web_ssl_valid,web_ext_ratio,web_unique_domains,web_favicon,web_csp,web_xframe,web_hsts,web_xcontent,web_security_score,web_forms_count,web_password_fields,web_hidden_inputs,web_has_login,web_ssl_valid,phish_urgency_words,phish_security_words,phish_brand_mentions,phish_brand_hijack,phish_multiple_subdomains,phish_long_path,phish_many_params,phish_suspicious_tld,domain_ngram_entropy,path_depth,path_entropy,subdomain_count,avg_subdomain_len,consonant_ratio,vowel_ratio,digit_ratio,avg_token_length,token_count,label
30,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.734848614,0,0,0,0,0,6.5,4,0
85,0,0,6,0,1,0,0,0,0,0,0,0,1,0,0,12,58,0,0,0.353535354,33,1,1,1,1,1,4,4,0,5,0,0,0.353535354,33,1,1,1,1,1,4,4,0,5,0,0,0,0,0,0,0,1,0,0,4,5,4.177165421,0,0,0.588235294,0.352941176,0.141176471,5.384615385,13,0
67,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,17,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.277613437,3,3.85434619,0,0,0.652173913,0.304347826,0.253731343,2.727272727,22,2
34,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.973512754,0,0,0,0,0,4.833333333,6,0
81,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,4.595255821,0,0,0,0,0.061728395,4.785714286,14,0
53,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,4,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4.259740501,0,0,0,0,0.075471698,5.75,8,0
38,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.026707199,0,0,0,0,0.131578947,5.5,6,0
33,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.006071013,0,0,0,0,0,7.5,4,0
64,0,1,0,3,3,0,0,0,0,0,0,0,0,1,0,9,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.071581588,0,0,0,0,0.140625,4.909090909,11,0
102,0,1,0,4,3,0,0,0,0,0,0,0,1,0,0,4,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.321928095,1,3.121928095,0,0,0.428571429,0.523809524,0.039215686,5.3125,16,1
48,0,1,0,3,2,0,0,0,0,0,0,0,0,1,0,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.458525019,0,0,0,0,0.208333333,3.9,10,0
29,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.814371943,0,0,0,0,0,5,5,0
63,0,1,0,2,2,0,0,0,0,0,0,0,1,0,0,6,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.947702779,3,3.633974076,0,0,0.2,0.1,0.095238095,4.636363636,11,3
40,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,32,0,0,0.032258065,1,0,0,0,0,1,1,2,0,14,0,0,0.032258065,1,0,0,0,0,1,1,2,0,14,0,0,0,0,0,0,0,0,0,0,2.584962501,3,3.642371449,0,0,0.428571429,0.428571429,0,4.571428571,7,1
87,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,5,73,0,0,0.5,1,1,1,0,0,1,2,0,0,0,0,1,0.5,1,1,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,3.807354922,2,3.725650756,1,4,0.533333333,0.333333333,0.057471264,4.875,16,2
34,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.028639312,0,0,0,0,0,6,5,0
36,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.728972141,0,0,0,0,0,6.4,5,0
99,0,0,7,0,2,0,0,0,0,0,0,0,0,1,0,19,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4.465879258,0,0,0,0,0.191919192,5.666666667,15,0
15,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.456564762,0,0,0,0,0,6.5,2,0
27,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.806382299,0,0,0,0,0,12.5,2,0
82,0,0,6,0,1,0,0,0,0,0,0,0,1,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.700439718,2,3.946285291,0,0,0.5,0.357142857,0,6.363636364,11,1
29,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.771437029,0,0,0,0,0,4,6,0
31,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.913400746,0,0,0,0,0,5.4,5,0
129,0,1,0,5,2,0,0,0,0,0,0,0,1,0,0,27,83,0,0,0.263157895,4,1,0,0,0,0,0,0,0,0,0,0,0.263157895,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.584962501,2,3.950212065,0,0,0.615384615,0.307692308,0.209302326,5.5,20,0
96,0,0,11,0,3,0,0,0,0,0,0,0,1,0,0,1,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.277613437,3,3.958754064,1,6,0.5,0.333333333,0.010416667,4.222222222,18,1
45,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,38,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.169925001,2,3.93213804,0,0,0.684210526,0.263157895,0,6.333333333,6,1
31,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.587598634,0,0,0,0,0,7,4,0
46,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.075101293,0,0,0,0,0,5.428571429,7,0
7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.521640636,0,0,0,0,0,2.5,2,0
91,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,14,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5.26429447,0,0,0,0,0.153846154,5.642857143,14,0
43,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4.339542523,0,0,0,0,0.139534884,4,9,0
18,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.46132014,0,0,0,0,0,8,2,0
121,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,4.131108034,0,0,0,0,0,6.176470588,17,0
47,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4.118760268,0,0,0,0,0,6.833333333,6,0
28,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,21,0,0,0.846153846,1,0,0,0,1,1,2,0,0,0,0,0,0.846153846,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.700439718,1,2.807354922,1,7,0.571428571,0.285714286,0,3.5,6,1
168,0,1,10,9,2,0,0,0,0,0,0,0,1,0,0,33,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.459431619,1,3.121928095,0,0,0.5,0.416666667,0.196428571,3.742857143,35,1
24,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.688721876,0,0,0,0,0,4,5,0
29,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.073329702,0,0,0,0,0,8.666666667,3,0
19,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.050301855,0,0,0,0,0,8.5,2,0
40,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.392317423,1,3.459431619,1,15,0.545454545,0.363636364,0,5.5,6,1
35,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.169925001,2,3.419381946,0,0,0.7,0.2,0.028571429,4.666666667,6,1
50,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,11,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4.68637013,0,0,0,0,0.22,4.666666667,9,0
51,0,1,0,1,2,0,1,0,0,0,0,0,1,0,0,5,35,0,0,0.083333333,5,1,0,0,0,0,0,0,0,0,0,0,0.083333333,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.584962501,1,3.4548224,0,0,0.538461538,0.384615385,0.098039216,4.444444444,9,1
29,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.185230133,0,0,0,0,0.103448276,3.428571429,7,0
32,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.140319531,0,0,0,0,0.03125,5.6,5,0
30,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.80291008,0,0,0,0,0,9,3,0
20,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68418372,0,0,0,0,0,9.5,2,2
33,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.572431251,0,0,0,0,0,4.666666667,6,0
38,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.777551119,0,0,0,0,0,6.6,5,0
40,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4.25869497,0,0,0,0,0.3,4.714285714,7,0
67,0,0,5,0,2,0,0,0,0,0,0,0,0,1,0,8,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.195977534,0,0,0,0,0.119402985,6.555555556,9,0
120,0,0,5,0,2,0,0,0,0,0,0,0,0,1,0,13,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.909152052,0,0,0,0,0.108333333,6.235294118,17,0
112,0,0,9,0,2,0,0,0,0,0,0,0,0,1,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4.062891131,0,0,0,0,0,6.466666667,15,0
46,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.671405583,0,0,0,0,0,6.666666667,6,0
58,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,2,46,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.807354922,3,3.87466971,0,0,0.6,0.266666667,0.034482759,5.333333333,9,1
65,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4.077450268,0,0,0,0,0,8.285714286,7,0
31,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.616874606,0,0,0,0,0.032258065,3.857142857,7,0
21,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.784941827,0,0,0,0,0,6,3,0
104,0,0,17,0,1,0,3,0,0,0,0,0,0,1,0,5,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4.163461417,0,0,0,0,0.048076923,3.24,25,0
58,0,0,4,0,2,0,0,0,0,0,0,0,0,1,0,4,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4.293686927,0,0,0,0,0.068965517,4.363636364,11,0
60,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,51,0,0,0.028571429,3,1,0,0,0,0,0,0,0,0,0,0,0.028571429,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.142664356,3,4.165013816,0,0,0.45,0.5,0,6.375,8,1
149,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,47,86,0,0,0.15,1,1,1,0,1,0,2,0,0,0,0,0,0.15,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3.906890596,8,4.752984671,0,0,0.5625,0.3125,0.315436242,3.594594595,37,2
36,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4.218128821,0,0,0,0,0.083333333,5.166666667,6,0
22,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.749902506,0,0,0,0,0,4.75,4,0
61,0,1,0,2,2,0,0,0,0,0,0,0,1,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.773557262,1,3.121928095,0,0,0.5,0.4375,0,5,10,1
229,0,0,7,0,1,0,62,0,0,0,0,0,1,0,0,30,122,0,0,0.710144928,9,0,0,0,0,0,0,6,1,2,1,0,0.710144928,9,0,0,0,0,0,0,6,1,2,1,0,0,0,0,0,0,1,0,0,3.169925001,4,3.448995994,0,0,0.6,0.3,0.131004367,1.853658537,82,0
